time,x,y,z
-3.0,0.011457419335779467,1.1087651806284495e-12,-0.05966700570686943
-2.996031746031746,0.055965871360336414,-6.267634144654538e-13,0.024963127441526067
-2.992063492063492,-0.026361755218296094,-1.122896540126402e-12,0.062499191372316285
-2.988095238095238,-0.06575267563100928,4.497087525968376e-13,-0.014318114807774132
-2.984126984126984,0.013879138054851543,1.0899606408409929e-12,-0.059022289842986575
-2.9801587301587302,0.05504414199758144,-6.682683295700862e-13,0.02726585283458524
-2.9761904761904763,-0.028448646738475348,-1.1017497454596566e-12,0.061684825294593015
-2.9722222222222223,-0.06511454945922782,4.894617990604216e-13,-0.016489295243993632
-2.9682539682539684,0.016278320733194844,1.0693867643118896e-12,-0.058281762057281125
-2.9642857142857144,0.05403647887226033,-7.08730072542761e-13,0.029526017338655574
-2.9603174603174605,-0.03050269717210346,-1.0793309506373735e-12,0.060799242914010725
-2.9563492063492065,-0.0643986718587489,5.286303326728494e-13,-0.01864078311628347
-2.9523809523809526,0.0186509156895276,1.0470666256898508e-12,-0.05744606185416118
-2.9484126984126986,0.052945069346519644,-7.480935360613167e-13,0.03174042829552158
-2.9444444444444446,-0.03252167889113263,-1.0556711307691495e-12,0.05984375348397494
-2.9404761904761907,-0.06360545776056997,5.67163968943056e-13,-0.020769881877570034
-2.9365079365079367,0.02099287528872301,1.023026940064723e-12,-0.05651601993169328
-2.9325396825396823,0.051772214364474614,-7.863063304933052e-13,0.03390601941003556
-2.9285714285714284,-0.03450341497153245,-1.0308021837993095e-12,0.05881972169826409
-2.9246031746031744,-0.06273540847542801,6.050124051253959e-13,-0.022873887135546982
-2.9206349206349205,0.023300166476499747,9.972980713218046e-13,-0.05549266009788664
-2.9166666666666665,0.05052032025199414,-8.233188229570026e-13,0.03601985394660126
-2.9126984126984126,-0.03644577955967748,-1.0047568966965148e-12,0.05772856597203646
-2.9087301587301586,-0.06178911347817147,6.421254654630062e-13,-0.02495008877128487
-2.9047619047619047,0.02556878161749888,9.699140264441787e-13,-0.05437720049375701
-2.9007936507936507,0.04919189055503226,-8.5908416556655e-13,0.03807912735389158
-2.8968253968253967,-0.03834669820593453,-9.775689132415141e-13,0.056571756801917006
-2.892857142857143,-0.060767252203224514,6.784531492940153e-13,-0.026995773206192192
-2.888888888888889,0.02779474957617062,9.409124352385046e-13,-0.053171054087198764
-2.884920634920635,0.04778951795687854,-8.935583133998842e-13,0.040081169340338785
-2.880952380952381,-0.04020414817165249,-9.4927270336292e-13,0.05535081520341016
-2.876984126984127,-0.05967059584291823,7.139456821461818e-13,-0.02900822582505769
-2.873015873015873,0.02997414698268576,9.103345150028155e-13,-0.05187582840434331
