time,x,y,z
-3.0,0.11167209267825479,4.3493730616678214e-14,-0.01795080408778881
-2.996031746031746,0.1040706329417078,-1.4118234677988042e-12,0.05932046076481435
-2.992063492063492,0.05751460423455558,-2.3598995644281166e-12,0.11549852935593136
-2.988095238095238,-0.006955906056198544,-2.6052157210123844e-12,0.13739249139227963
-2.984126984126984,-0.07013666612836847,-2.2000311161220794e-12,0.1250434363021323
-2.9801587301587302,-0.11800964905529988,-1.3069533781942502e-12,0.08499849208877835
-2.9761904761904763,-0.14090958106429224,-1.3724699537243513e-13,0.02696350871727919
-2.9722222222222223,-0.13273334668083459,1.0589809481876797e-12,-0.036821804798846676
-2.9682539682539684,-0.09173773024924077,1.9847154043782902e-12,-0.09104959140499447
-2.9642857142857144,-0.023906375903897853,2.3097903843009733e-12,-0.11759164324478753
-2.9603174603174605,0.051775801380106415,1.7838621592046708e-12,-0.10067471552297125
-2.9563492063492065,0.1045503355301313,4.94544693477806e-13,-0.04056951603843709
-2.9523809523809526,0.11113939134607095,-1.0203116840022497e-12,0.037827721920667384
-2.9484126984126986,0.07397616665600104,-2.1524907659818103e-12,0.10232763144805603
-2.9444444444444446,0.012546295901980448,-2.6060348571699918e-12,0.13469821896894385
-2.9404761904761907,-0.05269171720559923,-2.3775928812225185e-12,0.13189262988080835
-2.9365079365079367,-0.10621827118628135,-1.60717780611269e-12,0.09906412564505715
-2.9325396825396823,-0.13721852758448205,-4.944263739831395e-13,0.045148352449932205
-2.9285714285714284,-0.13855485906929899,7.225445606644515e-13,-0.01838801726051279
-2.9246031746031744,-0.10699031479219151,1.761052392427833e-12,-0.07719726039903582
-2.9206349206349205,-0.04572510764317193,2.2953347810727877e-12,-0.1137724151378965
-2.9166666666666665,0.030511377018253287,2.0302683750975094e-12,-0.11059272345032137
-2.9126984126984126,0.0932638682217593,9.258404054115069e-13,-0.061569265438818535
-2.9087301587301586,0.11434172985976747,-5.934457438886655e-13,0.015026400878382529
-2.9047619047619047,0.08836318562965523,-1.884908698613366e-12,0.08629706208239044
-2.9007936507936507,0.03175947740858356,-2.547523351903457e-12,0.1289377964199527
-2.8968253968253967,-0.03421140877049796,-2.5083539686481715e-12,0.13614589769214563
-2.892857142857143,-0.0924726554799674,-1.877823917567397e-12,0.1113066773409748
-2.888888888888889,-0.13096074969879268,-8.423730764367321e-13,0.06248950422349834
-2.884920634920635,-0.1415160929452161,3.7114952576462207e-13,0.00042760137895417327
-2.880952380952381,-0.11962004139087552,1.4941157609258503e-12,-0.06144712658485932
-2.876984126984127,-0.0661535095793572,2.210745894599756e-12,-0.10647595153632278
-2.873015873015873,0.008104783800068759,2.2011156566344798e-12,-0.11639395379794482
-2.869047619047619,0.07822277685122257,1.319854659638029e-12,-0.08008988841121628
-2.865079365079365,0.11335084037663026,-1.4494100272489243e-13,-0.008319460833306959
-2.861111111111111,0.10010492498228844,-1.5610718811755558e-12,0.06769210933357574
-2.857142857142857,0.05020434515554211,-2.427709085587333e-12,0.1200752277353026
-2.8531746031746033,-0.015035915027415227,-2.587983235936805e-12,0.13762419325796788
-2.8492063492063493,-0.0770070281234996,-2.113521829156118e-12,0.12147783941379572
-2.8452380952380953,-0.12228610799103394,-1.174783235710913e-12,0.07867790949544834
-2.8412698412698414,-0.14166233992340063,1.2338506967288852e-14,0.0192364533889784
-2.8373015873015874,-0.12947931712510138,1.1924969709201383e-12,-0.04426977724879344
-2.8333333333333335,-0.08469548473447018,2.0628965275362137e-12,-0.0961317591660721
-2.8293650793650795,-0.014595732147459434,2.2940358638096905e-12,-0.11807345695442555
-2.8253968253968256,0.060047503051849895,1.6610397742588686e-12,-0.09540434577881418
-2.8214285714285716,0.10802005383460542,3.0901141826049964e-13,-0.031341466607827315
-2.8174603174603177,0.10864963410565759,-1.1875392376129255e-12,0.046933655451773255
-2.8134920634920633,0.06736161869060966,-2.245868848193876e-12,0.1081455254837615
-2.8095238095238093,0.004456440594524616,-2.612621441333596e-12,0.13617853441414252
-2.8055555555555554,-0.06008311348390857,-2.3091588767899797e-12,0.1293466322194299
-2.8015873015873014,-0.11136893949602727,-1.4856524004539937e-12,0.09342362725437978
-2.7976190476190474,-0.13907504118373948,-3.467359326010561e-13,0.037675441408137125
-2.7936507936507935,-0.1364911713320393,8.645931676091424e-13,-0.0261157128231441
-2.7896825396825395,-0.10097264733627355,1.8597295315792883e-12,-0.08320885449375112
-2.7857142857142856,-0.036815520384592265,2.3102965000396105e-12,-0.11580632626746702
-2.7817460317460316,0.0395128198307104,1.9371048793604195e-12,-0.10697779459444026
-2.7777777777777777,0.09842366254986099,7.50690398226986e-13,-0.05312211715096801
-2.7738095238095237,0.11350382848785198,-7.738165131097596e-13,0.024588708566039577
-2.7698412698412698,0.08267946719085896,-2.002901127612439e-12,0.09327318726572191
